58,-24,1013
57,-32,1003
60,-26,1017
62,-19,999
60,-27,1004
61,-29,1007
63,-25,1003
58,-33,1010
62,-30,1003
63,-25,1007
60,-32,1000
64,-33,1007
65,-25,998
67,-19,1017
64,-37,999
65,-26,1007
63,-31,1003
60,-31,1015
63,-27,1005
64,-30,1001
63,-27,1009
64,-26,1003
63,-35,1003
62,-24,1012
63,-30,1006
59,-35,1007
65,-24,1003
67,-24,1006
64,-34,999
65,-27,1005
60,-33,1007
62,-30,1007
64,-27,1002
64,-34,999
62,-30,1007
67,-24,1002
64,-28,1005
61,-32,1001
63,-31,1003
62,-31,1003
63,-29,996
62,-30,1000
60,-32,1008
60,-28,1007
62,-29,1009
62,-20,1008
60,-26,1002
60,-31,1007
61,-25,1003
59,-27,1001
59,-31,1006
60,-25,1002
60,-28,1004
57,-26,1006
60,-30,1009
56,-24,1017
54,-34,1005
60,-30,999
64,-17,1005
58,-30,1004
57,-31,1008
61,-24,1005
66,-17,1004
59,-35,1005
61,-21,1008
61,-26,1007
59,-33,1007
64,-23,1001
60,-30,1006
57,-34,1008
63,-25,1002
63,-26,1002
61,-32,997
58,-26,1009
61,-25,1002
58,-31,1006
61,-23,1006
59,-25,1005
59,-25,1003
62,-21,1002
61,-24,998
56,-34,997
55,-29,1001
60,-21,1003
59,-24,1003
57,-26,1006
59,-20,1008
56,-27,1007
59,-21,1001
57,-20,999
56,-25,1003
55,-26,1001
59,-19,1004
56,-25,1011
58,-24,1000
59,-19,1006
56,-28,1002
55,-22,1008
57,-22,1006
56,-21,1011
56,-27,1009
58,-18,1011
55,-32,1004
56,-25,1010
57,-23,1006
57,-26,1011
55,-26,1003
58,-22,999
62,-23,996
54,-35,1000
55,-32,1001
63,-18,1001
58,-27,1004
62,-22,997
63,-15,1004
52,-33,1009
60,-21,1004
58,-24,1002
62,-19,1001
53,-37,996
55,-22,1008
59,-27,1000
56,-25,1013
59,-24,1001
59,-24,1003
59,-25,1002
57,-22,1010
60,-25,1000
61,-22,999
56,-32,1000
57,-27,1000
61,-18,999
57,-26,1013
61,-17,1003
57,-23,1007
61,-22,1001
54,-25,1009
63,-23,992
60,-22,1007
