0,0,-5
0,0,-5
0,0,-1
0,0,3
0,0,9
0,0,9
0,0,8
0,0,3
0,0,-5
0,0,-8
0,0,0
0,0,-5
0,0,-3
0,0,10
0,0,9
0,0,8
0,0,11
0,0,8
0,0,-3
0,0,-10
0,0,-15
0,0,-12
0,0,-10
0,0,-10
0,0,1
0,0,25
0,0,34
0,0,37
0,0,31
0,0,-9
0,0,-21
0,0,-52
0,0,-51
0,0,-9
0,0,9
0,0,34
0,0,51
0,0,51
0,0,36
0,0,3
0,0,-11
0,0,-29
0,0,-28
0,0,-23
0,0,-15
0,0,-7
0,0,63
0,0,-55
0,0,-33
0,0,-6
0,0,-38
0,0,-20
0,0,6
0,0,8
0,0,16
0,0,-8
0,0,5
0,0,12
0,0,21
0,0,54
0,0,24
0,0,-25
0,0,1
0,0,55
0,0,10
0,0,-40
0,0,4
0,0,-25
0,0,-39
0,0,-7
0,0,-15
0,0,-38
0,0,29
0,0,95
0,0,310
0,0,571
0,0,444
0,0,327
0,0,46
0,0,-200
0,0,-357
0,0,-348
0,0,-350
0,0,-303
0,0,-169
0,0,-121
0,0,-25
0,0,-19
0,0,-20
0,0,24
0,0,5
0,0,-8
0,0,3
0,0,2
0,0,-9
0,0,-18
0,0,-32
0,0,-20
0,0,-3
0,0,8
0,0,-6
0,0,11
0,0,5
0,0,-6
0,0,-10
0,0,-19
0,0,-41
0,0,-60
0,0,-89
0,0,-166
0,0,-223
0,0,-318
0,0,-315
0,0,-257
0,0,-189
0,0,74
0,0,301
0,0,311
0,0,312
0,0,282
0,0,204
0,0,121
0,0,45
0,0,13
0,0,-35
0,0,-11
0,0,-30
0,0,-9
0,0,-13
0,0,-12
0,0,-10
0,0,14
0,0,0
0,0,3
0,0,12
0,0,8
0,0,-3
0,0,13
0,0,11
0,0,0
0,0,-6
0,0,13
0,0,3
0,0,12
0,0,-11
0,0,-43
0,0,-60
0,0,-82
0,0,-147
0,0,-196
0,0,-267
0,0,-386
0,0,-425
0,0,-396
0,0,67
0,0,391
0,0,390
0,0,466
0,0,315
0,0,194
0,0,118
0,0,-6
0,0,-40
0,0,-37
0,0,-34
0,0,-15
0,0,-16
0,0,-10
0,0,-8
0,0,4
0,0,10
0,0,15
0,0,-3
0,0,0
0,0,-3
0,0,-14
0,0,-11
0,0,-13
0,0,-12
0,0,-22
0,0,-7
0,0,-5
0,0,18
0,0,29
0,0,35
0,0,63
0,0,59
0,0,149
0,0,314
0,0,624
0,0,572
0,0,47
0,0,-18
0,0,-240
0,0,-311
0,0,-292
0,0,-319
0,0,-282
0,0,-185
0,0,-93
0,0,-48
0,0,-33
0,0,13
0,0,24
0,0,27
0,0,14
0,0,1
0,0,-22
0,0,-8
0,0,-27
0,0,0
0,0,-15
0,0,-14
0,0,-11
0,0,0
0,0,-8
0,0,9
0,0,-5
0,0,11
0,0,4
0,0,6
0,0,-14
0,0,-41
0,0,-13
0,0,22
0,0,34
0,0,31
0,0,26
0,0,12
0,0,-17
0,0,-20
0,0,-11
0,0,-20
0,0,-21
0,0,-18
0,0,-20
0,0,-17
0,0,-15
0,0,-15
0,0,-5
0,0,-7
0,0,-5
0,0,12
0,0,17
0,0,12
0,0,9
0,0,5
0,0,-2
0,0,6
0,0,10
0,0,0
0,0,-15
0,0,-20
0,0,-15
0,0,-10
0,0,-10
0,0,-9
0,0,-13
0,0,-2
0,0,6
0,0,1
0,0,-4
0,0,-7
0,0,-5
0,0,-7
0,0,-11
0,0,-3
0,0,7
0,0,8
0,0,8
0,0,8
0,0,2
0,0,-6
0,0,-5
0,0,-15
0,0,-12
0,0,-10
0,0,-5
0,0,4
0,0,5
0,0,5
0,0,-1
0,0,-4
0,0,-7
0,0,-14
0,0,-5
0,0,-3
0,0,-4
