0,0,6
0,0,4
0,0,9
0,0,0
0,0,-5
0,0,14
0,0,0
0,0,5
0,0,12
0,0,1
0,0,2
0,0,4
0,0,17
0,0,1
0,0,1
0,0,7
0,0,0
0,0,5
0,0,10
0,0,4
0,0,6
0,0,6
0,0,-1
0,0,9
0,0,3
0,0,5
0,0,16
0,0,12
0,0,8
0,0,6
0,0,7
0,0,9
0,0,-2
0,0,9
0,0,9
0,0,1
0,0,11
0,0,13
0,0,-3
0,0,11
0,0,3
0,0,5
0,0,4
0,0,-2
0,0,0
0,0,7
0,0,27
0,0,12
0,0,-5
0,0,27
0,0,-3
0,0,7
0,0,14
0,0,18
0,0,13
0,0,3
0,0,13
0,0,9
0,0,-9
0,0,18
0,0,-3
0,0,1
0,0,8
0,0,8
0,0,5
0,0,6
0,0,9
0,0,5
0,0,1
0,0,12
0,0,6
0,0,7
0,0,4
0,0,10
0,0,2
0,0,4
0,0,9
0,0,1
0,0,4
0,0,26
0,0,6
0,0,8
0,0,16
0,0,-7
0,0,-6
0,0,-3
0,0,3
0,0,-2
0,0,-21
0,0,-63
0,0,-132
0,0,-178
0,0,277
0,0,996
0,0,996
0,0,996
0,0,242
0,0,-793
0,0,-1995
0,0,-2006
0,0,-916
0,0,-680
0,0,-48
0,0,150
0,0,212
0,0,263
0,0,62
0,0,0
0,0,17
0,0,44
0,0,48
0,0,-20
0,0,-2
0,0,17
0,0,33
0,0,-2
0,0,-21
0,0,-9
0,0,-13
0,0,0
0,0,13
0,0,10
0,0,24
0,0,22
0,0,12
0,0,-16
0,0,-15
0,0,3
0,0,7
0,0,1
0,0,-15
0,0,2
0,0,-18
0,0,3
0,0,5
0,0,-18
0,0,9
0,0,4
0,0,8
0,0,8
0,0,10
0,0,-1
0,0,8
0,0,13
0,0,13
0,0,-7
0,0,4
0,0,-1
0,0,6
0,0,-6
0,0,2
0,0,11
0,0,9
0,0,5
0,0,8
0,0,-9
0,0,7
0,0,-14
0,0,3
0,0,4
0,0,6
0,0,-3
0,0,-1
0,0,-2
0,0,-5
0,0,3
0,0,-14
0,0,-4
0,0,-8
0,0,-14
0,0,-4
0,0,5
0,0,15
0,0,-10
0,0,0
0,0,-11
0,0,-13
0,0,-8
0,0,-3
0,0,-13
0,0,-8
0,0,6
0,0,0
0,0,-1
0,0,12
0,0,13
0,0,-4
0,0,-11
0,0,-8
0,0,13
0,0,13
0,0,14
0,0,7
0,0,20
0,0,19
0,0,25
0,0,-27
0,0,92
0,0,177
0,0,-53
0,0,-853
0,0,-1395
0,0,-1872
0,0,-1274
0,0,866
0,0,996
0,0,996
0,0,734
0,0,221
0,0,-226
0,0,-106
0,0,-122
0,0,-24
0,0,-40
0,0,-29
0,0,11
0,0,21
0,0,14
0,0,-6
0,0,-9
0,0,-24
0,0,-16
0,0,-16
0,0,-1
0,0,-2
0,0,-10
0,0,-10
0,0,-4
0,0,11
0,0,-5
0,0,19
0,0,20
0,0,14
0,0,19
0,0,-3
0,0,21
0,0,30
0,0,31
0,0,-4
0,0,-25
0,0,5
0,0,-5
0,0,9
0,0,1
0,0,0
0,0,-24
0,0,-1
0,0,-18
0,0,9
0,0,-9
0,0,-16
0,0,-9
0,0,-8
0,0,29
0,0,14
0,0,19
0,0,13
0,0,4
0,0,4
0,0,7
0,0,1
0,0,2
0,0,3
0,0,-13
0,0,15
0,0,-5
0,0,13
0,0,3
0,0,21
0,0,10
0,0,-1
0,0,1
0,0,0
0,0,5
0,0,3
0,0,-6
0,0,3
0,0,0
0,0,-2
0,0,0
0,0,-5
0,0,14
0,0,7
0,0,11
0,0,0
0,0,5
0,0,18
0,0,-7
0,0,-3
0,0,-16
0,0,2
0,0,19
0,0,15
0,0,2
0,0,45
0,0,-14
0,0,4
0,0,-5
0,0,3
0,0,-1
0,0,-1
0,0,-3
0,0,-5
0,0,25
0,0,1
0,0,10
0,0,87
0,0,385
0,0,163
0,0,79
0,0,11
